sweep_id,rep,n,p,sigma,estimator,lambda,kappa,ISE,OpErr,OpErr2,RMSE,DiscErr,cell_label
2,0,100,80,0.1935873133509986,ols,0.0,4.677461828425199e+18,30.62876561084299,0.19011606084952315,0.03614411659293959,0.2723954798570665,5.3277541801534706e-05,n=100
2,1,100,80,0.1935873133509986,ols,0.0,1.4790689510787136e+18,32.85481357168755,0.1954134630159456,0.03818642152788433,0.27625397454759043,5.3009953764873835e-05,n=100
2,2,100,80,0.1935873133509986,ols,0.0,1.5891545228073935e+18,30.11322424425703,0.19347243646748258,0.03743158367266408,0.27298280912121287,5.065624035581893e-05,n=100
2,3,100,80,0.1935873133509986,ols,0.0,2.4738345713877266e+19,33.57976903888179,0.1914662653795322,0.03665933077838545,0.27134088729615496,5.3145330851738354e-05,n=100
2,4,100,80,0.1935873133509986,ols,0.0,1.820788450727375e+18,31.29558099405084,0.19151914660967764,0.0366795835180992,0.2721907857978103,5.2027080354889025e-05,n=100
2,5,100,80,0.1935873133509986,ols,0.0,2.2597185320390748e+18,34.365679883843875,0.193418195470013,0.03741059833887615,0.27389362644355075,5.275656923320476e-05,n=100
2,6,100,80,0.1935873133509986,ols,0.0,5.938304611333958e+18,33.33219466669082,0.19930599690819545,0.03972288040356962,0.27840436975836086,5.2814563392175726e-05,n=100
2,7,100,80,0.1935873133509986,ols,0.0,2.150969897290172e+18,33.028126036464414,0.19964645394034666,0.039858706570954965,0.27708240773625625,5.356991202090589e-05,n=100
2,8,100,80,0.1935873133509986,ols,0.0,4.0819752507243213e+18,33.45303265291301,0.1969380992554274,0.038784614938340574,0.27550840563771123,5.510358198243919e-05,n=100
2,9,100,80,0.1935873133509986,ols,0.0,2.3115141951372544e+18,30.175469754558858,0.1920774287817973,0.03689373864742641,0.27260697218865065,5.3034442544277395e-05,n=100
2,10,100,80,0.1935873133509986,ols,0.0,1.335678547859096e+18,29.72088032319929,0.18668889092009422,0.034852741992974834,0.26752981793285935,5.4529080816279917e-05,n=100
2,11,100,80,0.1935873133509986,ols,0.0,5.636984503843864e+18,33.774920021920636,0.19776341618578352,0.03911036878147142,0.27554002971519614,5.382448396319039e-05,n=100
2,12,100,80,0.1935873133509986,ols,0.0,2.4346150830394143e+18,31.056421804591263,0.19083660390709256,0.036418609390792535,0.2717877783933397,5.273368297104279e-05,n=100
2,13,100,80,0.1935873133509986,ols,0.0,2.720370051564614e+18,33.90123112996728,0.19669118891714102,0.03868742379763846,0.2764642136231361,5.5824115236286774e-05,n=100
2,14,100,80,0.1935873133509986,ols,0.0,2.0849750457175708e+19,28.736794408899218,0.18601557073001956,0.03460179255401491,0.26855594481501693,5.318848100873994e-05,n=100
2,15,100,80,0.1935873133509986,ols,0.0,1.0719272080348617e+18,30.210041951679358,0.19340359717315772,0.037404951399517064,0.27508935648010246,5.39707232650788e-05,n=100
2,16,100,80,0.1935873133509986,ols,0.0,1.7512625477238866e+18,31.187119878148934,0.1883962079839571,0.03549313118273442,0.26862478312314975,5.0729334751302776e-05,n=100
2,17,100,80,0.1935873133509986,ols,0.0,5.325100147629123e+18,29.863527170869112,0.19170343086933386,0.036750205407073466,0.27187626792045816,5.6953111875020175e-05,n=100
2,18,100,80,0.1935873133509986,ols,0.0,6.050789873578146e+18,30.816501202106032,0.19191020865486008,0.036829528185951935,0.27186409710818843,5.525076794411192e-05,n=100
2,19,100,80,0.1935873133509986,ols,0.0,2.2534572519212024e+18,34.95064644267207,0.19250197873199823,0.0370570118157347,0.27232284365453047,5.1734075777080936e-05,n=100
2,20,100,80,0.1935873133509986,ols,0.0,1.2162704008894687e+19,30.075846167587184,0.18967480294773115,0.035976530873260644,0.2704881124423843,5.435817229349292e-05,n=100
2,21,100,80,0.1935873133509986,ols,0.0,1.156555126883332e+18,34.44376295919963,0.1972783072526781,0.038918730512482055,0.27562310615609703,5.255870040890694e-05,n=100
2,22,100,80,0.1935873133509986,ols,0.0,4.213382658578663e+18,35.99930970618762,0.207090429779127,0.04288644610610354,0.2829100177268006,5.248398008821547e-05,n=100
